booking_id,booking_date,arrival_date,lead_time,customer_country,market_segment,repeated_guest,customer_type,adults,children,rooms,stay_length,room_type,reserved_rate,deposit_type,special_requests,booking_channel,cancelled,cancellation_date,occupancy_level,holiday,event,cancellation_reason,revenue,est_revpar,arrival_weekday,booking_month,arrival_month
BK103006,2024-05-31,2024-06-18,18,USA,Groups,0,Transient,2,2,1,3,C,88,Refundable,2,OTA,0,,High,0,0,,264,66.0,1,5,6
BK103007,2024-04-06,2024-05-29,53,IND,Offline TA/TO,0,Transient,1,0,1,6,D,186,No Deposit,0,Travel Agent,0,,Medium,0,0,,1116,120.9,2,4,5
BK103008,2025-02-21,2025-03-12,19,USA,Online TA,0,Transient,2,0,1,2,A,98,No Deposit,1,Direct,0,,Medium,0,0,,196,53.9,2,2,3
BK103009,2024-07-17,2024-08-02,16,GBR,Direct,0,Transient,1,1,1,4,D,208,No Deposit,0,OTA,0,,Peak,0,0,,832,176.8,4,7,8
BK103010,2023-10-14,2023-10-23,9,GBR,Online TA,0,Transient-Party,2,0,1,5,A,85,No Deposit,2,Direct,0,,Medium,0,0,,425,51.0,0,10,10
BK103011,2025-04-25,2025-05-03,8,DEU,Corporate,1,Transient,2,0,1,4,C,94,Non Refund,0,OTA,0,,Medium,0,1,,376,61.1,5,4,5
BK103012,2024-09-30,2024-11-15,46,BRA,Online TA,0,Transient,2,0,1,3,C,76,No Deposit,0,OTA,0,,Low,0,0,,228,38.0,4,9,11
BK103013,2024-11-27,2025-01-24,58,DEU,Direct,0,Transient,2,1,1,4,A,82,No Deposit,0,OTA,0,,Low,1,0,,328,36.9,4,11,1
BK103014,2024-09-17,2024-09-20,3,DEU,Corporate,1,Contract,2,0,1,1,A,124,Non Refund,0,Direct,0,,High,0,0,,124,86.8,4,9,9
BK103015,2023-05-02,2023-06-05,34,ESP,Direct,0,Transient-Party,2,0,1,8,D,184,No Deposit,0,OTA,1,2023-05-25,High,0,0,Family emergency,1472,138.0,0,5,6
BK103016,2023-05-12,2023-05-19,7,USA,Online TA,0,Transient,1,0,1,6,C,86,Non Refund,1,OTA,0,,Medium,0,0,,516,55.9,4,5,5
BK103017,2023-04-10,2023-04-23,13,JPN,Online TA,0,Transient,2,0,1,1,A,103,No Deposit,0,OTA,0,,Medium,0,0,,103,61.8,6,4,4
BK103018,2024-02-08,2024-03-24,45,GBR,Online TA,0,Transient,2,0,1,1,C,83,No Deposit,0,Direct,0,,Medium,0,1,,83,45.65,6,2,3
BK103019,2024-01-18,2024-03-26,68,GBR,Direct,0,Transient,2,0,1,5,A,98,Refundable,1,OTA,0,,Medium,0,0,,490,53.9,1,1,3
BK103020,2025-03-24,2025-04-30,37,ITA,Direct,0,Transient,1,0,1,4,A,86,No Deposit,0,Direct,0,,Medium,0,0,,344,51.6,2,3,4
BK103021,2023-12-14,2023-12-22,8,JPN,Online TA,0,Transient,1,0,1,3,A,138,No Deposit,0,Corporate,0,,Peak,0,0,,414,110.4,4,12,12
BK103022,2024-07-25,2024-08-09,15,GBR,Online TA,0,Transient,2,0,1,5,A,137,Non Refund,0,OTA,0,,Peak,0,0,,685,116.45,4,7,8
BK103023,2024-01-10,2024-02-10,31,JPN,Direct,0,Transient,2,0,1,2,D,141,No Deposit,0,Direct,1,2024-01-13,Low,0,0,Illness,282,70.5,5,1,2
BK103024,2025-02-12,2025-02-20,8,USA,Online TA,0,Group,2,1,3,5,A,90,No Deposit,0,Corporate,0,,Low,0,0,,1350,45.0,3,2,2
BK103025,2023-05-28,2023-07-15,48,IND,Offline TA/TO,0,Transient,2,0,1,5,A,136,No Deposit,1,Travel Agent,1,2023-06-26,Peak,0,0,Change of plans,680,122.4,5,5,7
BK103026,2023-07-23,2023-07-28,5,IND,Complementary,1,Transient,3,0,1,6,B,180,No Deposit,0,OTA,0,,Peak,0,0,,1080,162.0,4,7,7
BK103027,2024-09-08,2024-10-07,29,FRA,Corporate,1,Transient,2,1,1,8,A,108,Refundable,0,OTA,0,,Medium,0,0,,864,64.8,0,9,10
BK103028,2024-06-05,2024-06-23,18,FRA,Corporate,0,Group,2,0,2,2,C,113,No Deposit,0,OTA,0,,High,0,0,,452,84.75,6,6,6
BK103029,2024-02-16,2024-02-27,11,USA,Online TA,0,Transient,2,0,1,1,A,86,Non Refund,0,Direct,0,,Low,0,0,,86,43.0,1,2,2
BK103030,2024-05-27,2024-06-16,20,GBR,Offline TA/TO,0,Transient,2,0,1,7,A,112,Non Refund,0,Direct,0,,High,0,0,,784,84.0,6,5,6
BK103031,2023-02-11,2023-03-01,18,DEU,Online TA,0,Group,3,0,2,4,D,170,Non Refund,1,OTA,0,,Medium,0,0,,1360,93.5,2,2,3
BK103032,2023-02-16,2023-03-29,41,CAN,Online TA,0,Transient,1,0,1,1,A,94,No Deposit,0,OTA,0,,Medium,0,0,,94,51.7,2,2,3
BK103033,2023-02-09,2023-05-24,104,GBR,Offline TA/TO,0,Transient,2,0,1,6,D,176,Non Refund,3,Direct,1,2023-03-01,Medium,0,0,Change of plans,1056,114.4,2,2,5
BK103034,2023-05-21,2023-05-21,0,IND,Online TA,0,Group,2,0,2,3,D,169,Non Refund,0,Direct,0,,Medium,0,0,,1014,109.85,6,5,5
BK103035,2024-12-31,2025-03-01,60,GBR,Online TA,0,Transient,2,0,1,2,B,138,Non Refund,0,Direct,1,2025-02-19,Medium,0,0,Family emergency,276,75.9,5,12,3
BK103036,2023-12-08,2024-01-01,24,FRA,Online TA,0,Transient,1,0,1,6,A,92,No Deposit,2,Direct,0,,Low,1,0,,552,41.4,0,12,1
BK103037,2025-04-03,2025-04-28,25,USA,Online TA,0,Transient,1,0,1,2,C,84,Non Refund,0,Direct,0,,Medium,0,0,,168,50.4,0,4,4
BK103038,2024-04-30,2024-07-19,80,ESP,Direct,0,Transient,2,0,1,4,B,190,Non Refund,1,OTA,1,2024-07-12,Peak,0,0,Found cheaper option,760,171.0,4,4,7
BK103039,2024-06-15,2024-07-03,18,ITA,Online TA,0,Transient,1,0,1,6,C,130,Refundable,0,Corporate,0,,Peak,0,0,,780,117.0,2,6,7
BK103040,2024-04-12,2024-04-16,4,IND,Offline TA/TO,0,Group,2,0,4,3,C,99,Non Refund,0,OTA,0,,Medium,0,0,,1188,59.4,1,4,4
BK103041,2023-06-02,2023-07-05,33,IND,Online TA,0,Transient,1,0,1,3,A,136,Refundable,2,OTA,0,,Peak,0,0,,408,122.4,2,6,7
BK103042,2024-09-12,2024-09-23,11,FRA,Direct,0,Transient,2,0,1,2,B,148,No Deposit,2,Travel Agent,1,2024-09-14,High,0,0,Found cheaper option,296,103.6,0,9,9
BK103043,2024-06-11,2024-07-30,49,AUS,Online TA,0,Transient,1,0,1,7,B,186,Non Refund,0,Direct,0,,Peak,0,0,,1302,167.4,1,6,7
BK103044,2023-05-24,2023-09-25,124,USA,Corporate,0,Contract,2,0,1,4,B,156,Refundable,0,OTA,0,,High,0,0,,624,109.2,0,5,9
BK103045,2023-12-02,2023-12-26,24,JPN,Direct,0,Transient,2,0,1,6,D,200,Non Refund,0,OTA,0,,Peak,0,1,,1200,160.0,1,12,12
BK103046,2024-09-19,2024-10-19,30,GBR,Online TA,0,Transient,1,0,1,1,A,113,Refundable,1,OTA,0,,Medium,0,0,,113,67.8,5,9,10
BK103047,2023-11-23,2023-12-27,34,USA,Online TA,0,Group,2,2,4,1,B,190,No Deposit,0,Direct,0,,Peak,0,0,,760,152.0,2,11,12
BK103048,2023-06-16,2023-09-07,83,IND,Complementary,0,Transient,2,0,1,1,C,102,Refundable,0,Direct,1,2023-07-26,High,0,0,Illness,102,71.4,3,6,9
BK103049,2024-02-07,2024-02-12,5,IND,Online TA,0,Transient,2,0,1,5,A,89,Non Refund,1,OTA,0,,Low,0,0,,445,44.5,0,2,2
BK103050,2024-09-23,2024-09-29,6,IND,Offline TA/TO,0,Transient,2,0,1,3,C,81,Refundable,0,OTA,0,,High,0,0,,243,56.7,6,9,9
BK103051,2025-01-27,2025-04-19,82,CHN,Direct,0,Transient,2,0,1,5,A,102,Refundable,1,OTA,0,,Medium,0,0,,510,61.2,5,1,4
BK103052,2025-05-12,2025-06-24,43,GBR,Online TA,1,Transient,2,0,1,3,A,114,Non Refund,0,Travel Agent,0,,High,0,0,,342,85.5,1,5,6
BK103053,2023-11-03,2023-12-01,28,AUS,Online TA,0,Transient,2,0,1,1,D,215,No Deposit,0,Direct,1,2023-12-01,Peak,0,0,Change of plans,215,172.0,4,11,12
BK103054,2024-08-30,2024-09-05,6,IND,Online TA,0,Transient-Party,2,2,1,2,A,112,Non Refund,0,Direct,1,2024-09-03,High,0,0,Budget approval delay,224,78.4,3,8,9
BK103055,2023-12-11,2023-12-20,9,IND,Corporate,0,Transient,3,0,1,3,B,154,Non Refund,0,Direct,0,,Peak,0,0,,462,123.2,2,12,12
BK103056,2024-06-03,2024-10-12,131,CAN,Offline TA/TO,0,Transient,2,0,1,1,B,142,No Deposit,0,Travel Agent,0,,Medium,0,0,,142,85.2,5,6,10
BK103057,2025-04-28,2025-05-26,28,CAN,Direct,0,Contract,3,0,1,1,A,105,No Deposit,0,Direct,1,2025-05-20,Medium,0,0,Found cheaper option,105,68.25,0,4,5
BK103058,2024-06-05,2024-07-19,44,DEU,Online TA,0,Transient,1,0,1,3,D,219,No Deposit,1,OTA,1,2024-07-12,Peak,0,0,Change of plans,657,197.1,4,6,7
BK103059,2024-06-29,2024-06-29,0,ITA,Groups,0,Transient,2,0,1,1,B,159,Non Refund,0,Direct,0,,High,0,0,,159,119.25,5,6,6
BK103060,2024-05-16,2024-05-20,4,BRA,Online TA,0,Transient,3,0,1,3,A,117,Non Refund,1,OTA,0,,Medium,0,0,,351,76.05,0,5,5
BK103061,2024-12-26,2025-01-23,28,CAN,Corporate,0,Transient,1,0,1,2,C,80,Non Refund,0,Direct,1,2025-01-05,Low,0,0,Change of plans,160,36.0,3,12,1
BK103062,2024-07-30,2024-08-26,27,CHN,Corporate,0,Transient,2,0,1,3,C,106,No Deposit,0,OTA,0,,Peak,0,0,,318,90.1,0,7,8
BK103063,2023-11-03,2023-12-11,38,IND,Online TA,0,Transient,2,0,1,5,A,129,Non Refund,1,OTA,0,,Peak,0,0,,645,103.2,0,11,12
BK103064,2024-05-01,2024-06-11,41,BRA,Offline TA/TO,0,Group,2,0,2,3,D,208,Non Refund,0,OTA,1,2024-06-07,High,0,1,Travel issue,1248,156.0,1,5,6
BK103065,2025-04-15,2025-06-12,58,FRA,Online TA,0,Transient,4,0,1,1,A,108,No Deposit,0,Corporate,1,2025-04-28,High,0,0,Found cheaper option,108,81.0,3,4,6
BK103066,2023-01-18,2023-01-21,3,ITA,Complementary,0,Transient,1,0,1,6,A,89,No Deposit,1,OTA,0,,Low,0,0,,534,40.05,5,1,1
BK103067,2024-01-13,2024-02-08,26,GBR,Online TA,0,Transient,2,0,1,5,A,97,No Deposit,0,OTA,0,,Low,0,0,,485,48.5,3,1,2
BK103068,2023-12-06,2023-12-09,3,CHN,Corporate,0,Transient,1,0,1,4,A,121,Non Refund,0,OTA,0,,Peak,0,1,,484,96.8,5,12,12
BK103069,2024-11-20,2024-12-01,11,ITA,Online TA,0,Transient,1,0,1,1,B,159,No Deposit,1,OTA,0,,Peak,0,0,,159,127.2,6,11,12
BK103070,2023-04-23,2023-07-11,79,IND,Direct,0,Group,3,0,4,3,B,189,No Deposit,1,Direct,1,2023-07-10,Peak,0,1,Budget approval delay,2268,170.1,1,4,7
BK103071,2024-03-02,2024-03-14,12,GBR,Online TA,0,Transient,4,0,1,1,D,160,Refundable,0,OTA,0,,Medium,0,0,,160,88.0,3,3,3
BK103072,2024-08-20,2024-10-13,54,IND,Corporate,0,Contract,4,0,1,1,A,99,Refundable,1,OTA,0,,Medium,0,0,,99,59.4,6,8,10
BK103073,2023-11-12,2024-02-04,84,USA,Direct,0,Transient,2,0,1,3,A,81,No Deposit,0,OTA,1,2023-12-09,Low,0,0,Found cheaper option,243,40.5,6,11,2
BK103074,2025-03-26,2025-04-01,6,IND,Online TA,0,Transient,2,0,1,3,B,135,No Deposit,2,OTA,0,,Medium,0,0,,405,81.0,1,3,4
BK103075,2025-01-12,2025-03-30,77,DEU,Online TA,0,Transient,2,0,1,5,A,101,No Deposit,3,OTA,1,2025-02-06,Medium,0,0,Family emergency,505,55.55,6,1,3
BK103076,2025-06-12,2025-07-05,23,GBR,Corporate,0,Contract,1,0,1,4,B,192,No Deposit,0,Direct,0,,Peak,0,0,,768,172.8,5,6,7
BK103077,2024-12-05,2024-12-30,25,AUS,Direct,0,Transient,1,0,1,2,C,107,Non Refund,0,OTA,0,,Peak,0,0,,214,85.6,0,12,12
BK103078,2024-10-06,2024-10-08,2,GBR,Online TA,0,Transient,1,0,1,6,A,88,Refundable,2,Direct,0,,Medium,0,1,,528,52.8,1,10,10
BK103079,2023-01-28,2023-02-10,13,BRA,Offline TA/TO,0,Transient,2,0,1,1,C,84,No Deposit,0,OTA,0,,Low,0,0,,84,42.0,4,1,2
BK103080,2024-09-03,2024-09-25,22,JPN,Online TA,0,Group,2,0,2,1,A,115,No Deposit,0,Direct,0,,High,0,0,,230,80.5,2,9,9
BK103081,2024-04-30,2024-05-15,15,DEU,Offline TA/TO,0,Contract,1,0,1,6,E,235,No Deposit,0,Corporate,0,,Medium,0,0,,1410,152.75,2,4,5
BK103082,2023-09-29,2023-10-16,17,IND,Online TA,1,Transient,2,0,1,1,B,131,Refundable,0,Direct,0,,Medium,0,0,,131,78.6,0,9,10
BK103083,2024-11-02,2024-11-02,0,DEU,Offline TA/TO,0,Transient,3,0,1,5,A,75,No Deposit,3,OTA,0,,Low,0,0,,375,37.5,5,11,11
BK103084,2025-03-12,2025-04-04,23,JPN,Direct,0,Transient,1,0,1,3,B,151,No Deposit,0,OTA,0,,Medium,0,0,,453,90.6,4,3,4
BK103085,2025-03-05,2025-03-20,15,ESP,Online TA,0,Transient,1,0,1,5,D,162,No Deposit,0,Direct,0,,Medium,0,0,,810,89.1,3,3,3
BK103086,2024-08-15,2024-08-18,3,CAN,Online TA,0,Transient-Party,2,0,1,1,C,114,Non Refund,0,Direct,0,,Peak,0,0,,114,96.9,6,8,8
BK103087,2024-08-14,2024-09-06,23,CAN,Online TA,0,Transient,2,0,1,5,A,98,Refundable,2,Corporate,0,,High,0,0,,490,68.6,4,8,9
BK103088,2023-08-22,2023-09-16,25,IND,Online TA,0,Transient,1,0,1,9,A,107,Refundable,0,Direct,0,,High,0,0,,963,74.9,5,8,9
BK103089,2025-01-08,2025-01-16,8,CHN,Direct,0,Transient,1,0,1,1,A,77,No Deposit,1,Corporate,1,2025-01-10,Low,0,0,Family emergency,77,34.65,3,1,1
BK103090,2023-02-22,2023-02-23,1,BRA,Direct,0,Transient,1,0,1,2,A,91,No Deposit,3,Travel Agent,0,,Low,0,0,,182,45.5,3,2,2
BK103091,2024-08-20,2024-09-06,17,USA,Offline TA/TO,0,Transient,2,0,1,2,D,182,No Deposit,0,OTA,0,,High,0,0,,364,127.4,4,8,9
BK103092,2024-05-06,2024-05-26,20,BRA,Online TA,0,Transient,1,0,1,1,D,196,No Deposit,3,OTA,0,,Medium,0,0,,196,127.4,6,5,5
BK103093,2023-06-24,2023-08-08,45,CAN,Online TA,0,Transient,2,0,1,4,B,162,No Deposit,0,Corporate,0,,Peak,0,0,,648,137.7,1,6,8
BK103094,2024-06-20,2024-06-28,8,CAN,Direct,0,Transient,1,0,1,5,B,174,Non Refund,0,Direct,0,,High,0,0,,870,130.5,4,6,6
BK103095,2024-10-06,2024-10-15,9,BRA,Direct,0,Transient,2,1,1,4,B,145,Non Refund,2,Direct,0,,Medium,0,0,,580,87.0,1,10,10
BK103096,2025-01-08,2025-01-30,22,FRA,Corporate,0,Transient,1,0,1,2,B,122,Non Refund,1,OTA,1,2025-01-20,Low,0,0,Family emergency,244,54.9,3,1,1
BK103097,2024-09-26,2024-10-25,29,ESP,Offline TA/TO,0,Transient,2,0,1,1,A,93,Non Refund,0,OTA,0,,Medium,0,0,,93,55.8,4,9,10
BK103098,2025-03-04,2025-03-04,0,GBR,Online TA,0,Transient,1,0,1,3,A,93,Refundable,0,OTA,0,,Medium,0,0,,279,51.15,1,3,3
BK103099,2025-05-11,2025-07-18,68,GBR,Online TA,0,Group,1,0,4,3,E,269,Non Refund,0,OTA,0,,Peak,0,0,,3228,242.1,4,5,7
BK103100,2024-01-25,2024-03-02,37,USA,Complementary,0,Transient,1,1,1,5,A,91,Non Refund,0,OTA,1,2024-02-08,Medium,0,0,Illness,455,50.05,5,1,3
BK103101,2023-06-01,2023-06-13,12,AUS,Corporate,0,Transient,2,0,1,4,A,119,No Deposit,0,Direct,0,,High,0,0,,476,89.25,1,6,6
BK103102,2025-04-21,2025-05-15,24,USA,Direct,0,Transient,2,2,1,1,C,101,No Deposit,1,Direct,0,,Medium,0,0,,101,65.65,3,4,5
BK103103,2024-11-28,2025-03-25,117,USA,Online TA,0,Transient,2,0,1,3,B,124,No Deposit,0,OTA,1,2025-02-21,Medium,0,0,Illness,372,68.2,1,11,3
BK103104,2023-09-06,2023-09-07,1,CAN,Direct,0,Transient,2,0,1,1,A,121,Refundable,1,Corporate,0,,High,0,0,,121,84.7,3,9,9
BK103105,2023-02-02,2023-03-28,54,USA,Complementary,0,Transient,1,0,1,3,A,90,No Deposit,0,OTA,1,2023-02-21,Medium,0,0,Change of plans,270,49.5,1,2,3
BK103106,2024-08-09,2024-10-11,63,FRA,Online TA,0,Transient,2,0,1,3,C,92,No Deposit,0,OTA,0,,Medium,0,0,,276,55.2,4,8,10
BK103107,2024-12-18,2025-04-14,117,BRA,Direct,0,Transient,2,0,1,2,A,99,Non Refund,0,OTA,1,2025-01-21,Medium,0,0,Illness,198,59.4,0,12,4
BK103108,2023-04-23,2023-06-06,44,CHN,Online TA,0,Transient,4,0,1,3,A,91,Non Refund,0,Direct,0,,High,0,0,,273,68.25,1,4,6
BK103109,2023-07-15,2023-07-20,5,ITA,Online TA,0,Transient,2,0,1,6,A,137,Non Refund,0,Corporate,0,,Peak,0,0,,822,123.3,3,7,7
BK103110,2023-01-20,2023-01-30,10,BRA,Offline TA/TO,0,Transient,2,0,1,5,A,84,Refundable,0,OTA,0,,Low,0,0,,420,37.8,0,1,1
BK103111,2024-03-27,2024-04-07,11,GBR,Complementary,0,Transient,1,0,1,4,C,83,No Deposit,0,Direct,0,,Medium,0,0,,332,49.8,6,3,4
BK103112,2023-11-18,2023-12-26,38,FRA,Direct,0,Transient,1,1,1,1,A,114,Non Refund,0,OTA,0,,Peak,0,0,,114,91.2,1,11,12
BK103113,2024-03-04,2024-04-26,53,USA,Online TA,0,Transient,2,0,1,1,C,94,Non Refund,0,Travel Agent,0,,Medium,0,0,,94,56.4,4,3,4
BK103114,2023-06-05,2023-08-14,70,GBR,Online TA,0,Transient,3,1,1,3,D,202,Non Refund,1,Corporate,0,,Peak,0,1,,606,171.7,0,6,8
BK103115,2024-02-27,2024-03-29,31,BRA,Online TA,0,Transient,1,0,1,2,D,161,No Deposit,1,OTA,0,,Medium,0,0,,322,88.55,4,2,3
BK103116,2024-12-08,2024-12-13,5,USA,Online TA,0,Group,2,0,2,3,D,190,No Deposit,0,OTA,0,,Peak,1,1,,1140,152.0,4,12,12
BK103117,2023-07-28,2023-07-28,0,IND,Direct,0,Transient,2,0,1,2,A,105,No Deposit,0,Direct,0,,Peak,0,0,,210,94.5,4,7,7
BK103118,2024-02-25,2024-03-22,26,AUS,Corporate,0,Group,1,1,2,1,B,137,No Deposit,1,Direct,0,,Medium,0,0,,274,75.35,4,2,3
BK103119,2024-05-28,2024-07-12,45,JPN,Online TA,0,Transient,4,0,1,3,A,145,Refundable,1,Corporate,0,,Peak,0,0,,435,130.5,4,5,7
BK103120,2025-03-04,2025-03-21,17,GBR,Corporate,0,Group,2,2,4,3,D,165,Refundable,0,OTA,0,,Medium,0,0,,1980,90.75,4,3,3
BK103121,2024-09-18,2024-11-02,45,GBR,Online TA,0,Transient,1,0,1,1,B,116,Refundable,0,OTA,0,,Low,0,0,,116,58.0,5,9,11
BK103122,2024-04-27,2024-05-08,11,CHN,Groups,0,Transient,2,0,1,1,B,157,No Deposit,1,Direct,0,,Medium,0,0,,157,102.05,2,4,5
BK103123,2025-06-12,2025-06-22,10,FRA,Online TA,0,Transient,2,0,1,5,C,99,Non Refund,0,OTA,1,2025-06-17,High,0,0,Found cheaper option,495,74.25,6,6,6
BK103124,2025-05-18,2025-08-01,75,GBR,Direct,1,Transient,2,0,1,3,A,124,Non Refund,0,Corporate,0,,Peak,0,0,,372,105.4,4,5,8
BK103125,2025-01-23,2025-01-29,6,ITA,Online TA,0,Transient,4,0,1,2,C,67,Non Refund,1,Corporate,0,,Low,0,0,,134,30.15,2,1,1
BK103126,2025-01-14,2025-02-17,34,CAN,Online TA,0,Transient,3,0,1,2,C,88,Non Refund,0,OTA,0,,Low,0,0,,176,44.0,0,1,2
BK103127,2023-03-05,2023-03-27,22,CHN,Corporate,0,Transient,3,0,1,3,B,128,Refundable,0,Direct,0,,Medium,0,0,,384,70.4,0,3,3
BK103128,2024-12-23,2025-02-11,50,IND,Online TA,0,Transient,2,1,1,3,C,84,No Deposit,2,OTA,1,2025-01-12,Low,0,0,Visa delay,252,42.0,1,12,2
BK103129,2023-05-22,2023-06-19,28,IND,Online TA,0,Transient,2,0,1,2,D,177,No Deposit,1,Direct,0,,High,0,0,,354,132.75,0,5,6
BK103130,2024-06-15,2024-07-04,19,BRA,Online TA,1,Transient,2,0,1,3,B,175,No Deposit,0,OTA,1,2024-06-19,Peak,0,0,Change of dates,525,157.5,3,6,7
BK103131,2023-08-01,2023-09-11,41,USA,Direct,1,Transient,2,0,1,2,C,93,No Deposit,0,OTA,1,2023-08-19,High,0,0,Change of dates,186,65.1,0,8,9
BK103132,2024-07-28,2024-10-31,95,DEU,Direct,0,Transient,2,0,1,2,C,71,No Deposit,0,Corporate,0,,Medium,0,0,,142,42.6,3,7,10
BK103133,2023-11-29,2024-01-12,44,FRA,Offline TA/TO,0,Transient,2,1,1,1,E,158,Non Refund,1,OTA,0,,Low,0,0,,158,71.1,4,11,1
BK103134,2024-11-09,2024-12-01,22,JPN,Online TA,0,Transient,2,0,1,5,A,116,No Deposit,0,OTA,0,,Peak,0,0,,580,92.8,6,11,12
BK103135,2024-05-04,2024-05-04,0,USA,Online TA,0,Transient,1,2,1,6,D,185,Refundable,1,Direct,1,2024-05-05,Medium,0,0,Found cheaper option,1110,120.25,5,5,5
BK103136,2024-06-22,2024-07-01,9,GBR,Offline TA/TO,0,Contract,2,0,1,7,C,107,Refundable,0,OTA,1,2024-06-25,Peak,0,0,Family emergency,749,96.3,0,6,7
BK103137,2024-01-21,2024-02-28,38,FRA,Online TA,0,Transient,4,0,1,5,A,88,Non Refund,0,Direct,0,,Low,0,0,,440,44.0,2,1,2
BK103138,2023-11-18,2023-12-04,16,AUS,Direct,0,Transient,1,0,1,1,D,194,No Deposit,1,Direct,0,,Peak,0,0,,194,155.2,0,11,12
BK103139,2023-06-27,2023-08-01,35,CAN,Online TA,0,Group,2,0,4,2,A,116,Non Refund,0,OTA,1,2023-07-30,Peak,1,0,Travel issue,928,98.6,1,6,8
BK103140,2024-04-15,2024-05-01,16,CAN,Corporate,0,Transient,2,0,1,2,A,115,Refundable,1,OTA,1,2024-04-21,Medium,0,0,Found cheaper option,230,74.75,2,4,5
BK103141,2024-06-29,2024-10-22,115,USA,Complementary,0,Transient,3,1,1,6,A,92,Non Refund,0,OTA,0,,Medium,0,1,,552,55.2,1,6,10
BK103142,2023-12-17,2023-12-30,13,IND,Direct,0,Transient,2,2,1,2,D,187,Non Refund,0,OTA,0,,Peak,0,1,,374,149.6,5,12,12
BK103143,2024-07-13,2024-08-18,36,BRA,Direct,0,Contract,2,0,1,7,B,170,No Deposit,2,Direct,0,,Peak,0,0,,1190,144.5,6,7,8
BK103144,2023-12-29,2024-01-05,7,IND,Online TA,0,Transient,1,0,1,3,B,123,Refundable,0,Direct,0,,Low,0,0,,369,55.35,4,12,1
BK103145,2024-11-23,2025-02-20,89,BRA,Online TA,0,Transient,2,0,1,8,C,79,No Deposit,1,Direct,0,,Low,0,0,,632,39.5,3,11,2
BK103146,2025-03-01,2025-03-12,11,CHN,Direct,0,Transient,4,1,1,1,B,117,No Deposit,0,Direct,0,,Medium,0,0,,117,64.35,2,3,3
BK103147,2025-06-07,2025-06-07,0,CHN,Direct,0,Transient,2,0,1,1,A,114,Refundable,1,OTA,1,2025-06-08,High,0,0,Found cheaper option,114,85.5,5,6,6
BK103148,2025-01-08,2025-01-31,23,AUS,Online TA,1,Transient,1,1,1,3,A,84,No Deposit,0,OTA,0,,Low,0,0,,252,37.8,4,1,1
BK103149,2024-11-28,2024-12-11,13,JPN,Online TA,0,Transient,2,0,1,3,D,213,No Deposit,0,OTA,0,,Peak,0,1,,639,170.4,2,11,12
BK103150,2024-10-20,2024-10-30,10,AUS,Online TA,0,Transient,2,0,1,4,A,107,Non Refund,1,Direct,0,,Medium,0,0,,428,64.2,2,10,10
BK103151,2025-04-02,2025-05-27,55,IND,Groups,0,Transient-Party,1,0,1,2,A,108,Refundable,1,OTA,0,,Medium,0,0,,216,70.2,1,4,5
BK103152,2024-12-10,2024-12-19,9,ESP,Online TA,0,Transient,3,0,1,3,D,195,No Deposit,0,Travel Agent,0,,Peak,0,0,,585,156.0,3,12,12
BK103153,2023-09-28,2023-10-05,7,IND,Corporate,0,Transient,1,1,1,3,C,97,Refundable,0,OTA,0,,Medium,0,0,,291,58.2,3,9,10
BK103154,2024-09-16,2024-10-06,20,IND,Online TA,1,Transient,2,0,1,4,B,118,No Deposit,0,OTA,0,,Medium,0,0,,472,70.8,6,9,10
BK103155,2024-05-10,2024-05-13,3,AUS,Offline TA/TO,0,Transient,2,0,1,3,A,112,No Deposit,0,OTA,0,,Medium,0,0,,336,72.8,0,5,5
BK103156,2023-07-16,2023-08-02,17,IND,Online TA,0,Group,4,0,2,4,D,218,Refundable,1,Direct,0,,Peak,1,0,,1744,185.3,2,7,8
BK103157,2023-09-10,2023-10-18,38,ESP,Corporate,0,Transient,3,0,1,1,D,187,Refundable,0,Travel Agent,0,,Medium,0,0,,187,112.2,2,9,10
BK103158,2023-10-13,2023-10-18,5,JPN,Groups,0,Transient,2,0,1,3,E,187,Non Refund,0,Corporate,0,,Medium,0,0,,561,112.2,2,10,10
BK103159,2024-07-25,2024-08-14,20,FRA,Groups,0,Transient,2,0,1,3,C,117,Non Refund,0,OTA,0,,Peak,0,0,,351,99.45,2,7,8
BK103160,2023-11-02,2023-11-21,19,USA,Online TA,0,Transient,2,0,1,3,B,118,Refundable,0,OTA,0,,Low,0,0,,354,59.0,1,11,11
BK103161,2023-08-19,2023-08-23,4,BRA,Complementary,0,Transient,2,0,1,1,A,117,Refundable,0,Corporate,0,,Peak,0,0,,117,99.45,2,8,8
BK103162,2023-11-01,2023-11-16,15,USA,Online TA,0,Transient,2,1,1,1,C,84,Refundable,0,OTA,0,,Low,0,1,,84,42.0,3,11,11
BK103163,2025-02-28,2025-03-03,3,IND,Online TA,0,Transient,2,0,1,4,D,154,No Deposit,3,OTA,0,,Medium,0,0,,616,84.7,0,2,3
BK103164,2023-10-23,2023-10-24,1,IND,Corporate,0,Transient,2,0,1,1,A,99,No Deposit,0,OTA,0,,Medium,0,0,,99,59.4,1,10,10
BK103165,2024-12-22,2025-02-14,54,JPN,Direct,0,Contract,2,2,1,5,D,161,Refundable,1,OTA,1,2024-12-27,Low,0,0,Weather concerns,805,80.5,4,12,2
BK103166,2023-08-01,2023-08-18,17,ESP,Online TA,0,Transient,1,0,1,6,B,174,No Deposit,1,OTA,0,,Peak,0,0,,1044,147.9,4,8,8
